prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
D - Baixa prioridade;47,2;0,3017109323272681;61,1;259,6;B - Trabalhar nesta semana;336,05;550;OP-04340;Em negociação;Amanda Azevedo;Caio Galvão;Oeste;Lótus Soluções Ltda.;varejo;Solução Atlas Essencial;237,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
D - Baixa prioridade;47,2;0,4264360000238676;51,0;259,6;C - Nutrir / validar;280,5;550;OP-04886;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;251,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4264360000238676;50,9;259,6;C - Nutrir / validar;279,95;550;OP-03488;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;330,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,42638505328642273;50,9;259,6;C - Nutrir / validar;279,95;550;OP-03431;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;;;Solução Atlas Essencial;157,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4283919632017396;50,7;259,6;C - Nutrir / validar;278,85;550;OP-03583;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;290,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4283919632017396;50,7;259,6;C - Nutrir / validar;278,85;550;OP-04074;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;283,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4283919632017396;50,7;259,6;C - Nutrir / validar;278,85;550;OP-03159;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;257,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,29340932704141565;61,8;25,96;B - Trabalhar nesta semana;33,99;55;OP-04520;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;Habitat Consultoria Ltda.;serviços;Módulo Horizonte Especial;301,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-02970;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;256,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-04673;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;208,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-00157;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;199,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-06944;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;190,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-06118;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;;;Módulo Horizonte Especial;178,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-07487;Em negociação;Isabela Farias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;163,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-08080;Em negociação;Isabela Farias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;161,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-03061;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;160,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-00905;Em negociação;Isabela Farias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;157,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-01746;Em negociação;Caio Dias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;155,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-08531;Em negociação;Isabela Farias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;154,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-07727;Em negociação;Isabela Farias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;153,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4352982310222095;50,2;25,96;C - Nutrir / validar;27,61;55;OP-03437;Em negociação;Caio Dias;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;144,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4382760729466091;50,0;25,96;C - Nutrir / validar;27,5;55;OP-05070;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;386,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4382760729466091;50,0;25,96;C - Nutrir / validar;27,5;55;OP-01654;Em negociação;Nicolas Oliveira;Caio Galvão;Oeste;;;Módulo Horizonte Especial;380,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,2;0,4382760729466091;50,0;25,96;C - Nutrir / validar;27,5;55;OP-01423;Em negociação;Larissa Santos;Caio Galvão;Oeste;;;Módulo Horizonte Especial;365,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,4217136541973897;51,2;1598,1;C - Nutrir / validar;1737,22;3393;OP-05518;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;269,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,4217136541973897;51,2;1598,1;C - Nutrir / validar;1737,22;3393;OP-06396;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Módulo Horizonte Avançado;267,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,42391896945017027;50,9;259,05;C - Nutrir / validar;279,95;550;OP-05466;Em negociação;Juliana Esteves;Caio Galvão;Oeste;;;Solução Atlas Essencial;157,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,42638505328642273;50,7;259,05;C - Nutrir / validar;278,85;550;OP-07994;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;;;Solução Atlas Essencial;257,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,4283919632017396;50,6;259,05;C - Nutrir / validar;278,3;550;OP-03663;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;374,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
D - Baixa prioridade;47,1;0,4283919632017396;50,6;259,05;C - Nutrir / validar;278,3;550;OP-02487;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;;;Solução Atlas Essencial;335,0;já está em negociação, portanto está mais avançada no funil;"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
